txn_date,merchant,value,category
22/04/2026,EON Energy,£1536.51,Soft Drinks
23-3-2026,DIAGEO LIMITED,£1371.49,
3/9/2026,HEINEKEN,1548.63,Soft Drinks
01/04/2026,JJ Food Service,1229,64,Utilities
2026-01-13,COCA-COLA EUROPACIFIC,309.83,
2026-01-30,amazon uk,745.71,Utilities
3/2/2026,Local Bakery,138.56,Utilities
09/02/2026,Cleaning Supplies Co,640.50,
2026-03-25,COCA-COLA EUROPACIFIC,171.64,Supplies
8-2-2026,Amazon,418.40,Food
3/4/2026,EON,1529.18,Alcohol
25/01/2026,Brakes Catering,115.62,Food
06/03/2026,eon,-806.63,Supplies
2026-04-28,Diageo,460.93,
2026-02-24,BT,295.07,
13-3-2026,CleanCo,1377.50,Utilities
2026-04-23,Amazon,1073.48
04/01/2026,BT Business,961.54
2026-01-08,coca-cola europacific,364.63,Utilities
2026-02-11,Local Butcher,363.50,Soft Drinks
18-1-2026,THE LOCAL BUTCHER,-1190.54,Alcohol
2026-02-09,Heineken UK Ltd,£639.87,Food
21/01/2026,J J Food,1212.52,Supplies
20-2-2026,BT PLC,£1288,94,Supplies
1/18/2026,Amazon,592.43,Alcohol
19-4-2026,Brakes,155.39,
2/3/2026,EON,786.81,Food
1/10/2026,EON,156.88,
8-2-2026,Booker Ltd,£1052.12
2026-03-09,Diageo,658,07,
3/25/2026,E.ON,£945.74,Supplies
4/14/2026,BT,-1004.03,Supplies
2026-04-05,COCA-COLA EUROPACIFIC,337.40,Soft Drinks
23/03/2026,Bakery Co,£1249.32,Supplies
2026-02-26,BRAKES UK,1157.19,
17-2-2026,Diageo Ltd,£613.39,Food
02/04/2026,Heineken UK Ltd,1203.33,Alcohol
4/17/2026,brakes uk,518.06
2/3/2026,Cleaning Supplies Co,1391.47,Soft Drinks
29/03/2026,EON,310.30,
2026-04-19,HEINEKEN,1036,30,Soft Drinks
2026-04-15,scottish water,677.42,Food
13/01/2026,EON Energy,1281,65,Soft Drinks
4/14/2026,Diageo Ltd,£1387,20,Utilities
03/03/2026,E.ON,£821.80,
3/10/2026,Booker Wholesale,234.09,Food
1/13/2026,EON Energy,£380.28,
1-2-2026,EON,53.00,
1/25/2026,COCA-COLA EUROPACIFIC,721.13,Alcohol
29/03/2026,brakes catering,1295.70,
2026-03-02,Booker Wholesale,649,02,Alcohol
15-2-2026,Coca Cola,1337.34,Alcohol
2026-04-04,BT BUSINESS,1341.42,Alcohol
3/5/2026,BRAKES UK,-£777.99,Soft Drinks
1/3/2026,eon,£181.30,Alcohol
15-4-2026,Coca Cola Europacific,£1164.16,
3/24/2026,Heineken UK,£804.76,Utilities
18-2-2026,BT Business,733.42,Alcohol
2026-01-18,JJ FOOD SERVICE,62.98,
9-3-2026,HEINEKEN UK,378,52,Utilities
2026-02-28,CleanCo,1171.30,
2026-01-09,CleanCo,822.76,
24/01/2026,CleanCo,394.18,
2026-04-10,AMAZON UK,142.65,Soft Drinks
4/8/2026,Booker Wholesale,611.57,Utilities
2026-02-02,COCA-COLA EUROPACIFIC,258,99,
12/04/2026,Cleaning Supplies Co,918.79,
16-3-2026,Cleaning Supplies Co,1444.75,
1/22/2026,Diageo Ltd,514.11,Food
07/03/2026,bakery co,405,43,Utilities
25/01/2026,Local Bakery,1538.16,
22-1-2026,E.ON,165.97,
2026-03-15,EON,-995.08,
19-1-2026,Diageo Ltd,580.74,Utilities
3-1-2026,Brakes Catering,1083.34,Utilities
2026-02-13,Bakery Co,1203,31,Soft Drinks
16/01/2026,Bakery Co,1024.61,Supplies
2-3-2026,Cleaning Supplies Co,1139.33,Alcohol
4/6/2026,Brakes Catering,1185.91,Alcohol
28-2-2026,Local Bakery,£723.39,
2026-04-28,BT,378.81,Food
26-3-2026,Diageo,89.42,Utilities
31/01/2026,diageo ltd,567.19
2/11/2026,E.ON,£556.51,
1/15/2026,Brakes,1211,84,Food
4/21/2026,LOCAL BAKERY,-832.43,
05/02/2026,BRAKES,-118,85,Utilities
1/8/2026,The Local Butcher,£631.45,Utilities
17/03/2026,JJ Food Service,-955.50,
06/01/2026,EON,1290,88,
2026-03-03,Amazon,-£244.41,
9-4-2026,AMAZON BUSINESS,1235.59,
26/04/2026,DIAGEO LIMITED,550.69,Alcohol
14/02/2026,Diageo Ltd,359.36,
6-1-2026,BRAKES UK,£1035.74,Soft Drinks
1/9/2026,Heineken UK Ltd,163.92,Supplies
12/01/2026,Brakes,1468.91,Food
2026-04-08,BT PLC,932.06,Soft Drinks
2026-04-20,BT,647.31,
17/01/2026,British Gas,£1417.24,Soft Drinks
4/7/2026,Scottish Water,666.42,Utilities
2026-02-20,JJ Food Service,£512,11,Utilities
2026-03-05,Cleaning Supplies Co,1171,96,Soft Drinks
18/04/2026,Scottish Water,224.14,Alcohol
19-1-2026,BRITISH GAS,£310.40,
13/04/2026,HEINEKEN UK,£1150.61,Supplies
10-3-2026,BT,753.84,
07/02/2026,CleanCo,893.51,Supplies
17/03/2026,JJ Food Service,477.69,Soft Drinks
13/04/2026,BRAKES UK,£293.77,Utilities
17-4-2026,BRITISH GAS,£917.61,
2026-03-03,diageo,472.78,Supplies
4/29/2026,DIAGEO LIMITED,£820.91,
3/26/2026,SCOTTISH WATER,£112.86,Supplies
4/1/2026,HEINEKEN,-1485.16,Food
1/24/2026,Local Bakery,332.32,
10-1-2026,J J Food,1251.46,Utilities
2026-01-13,BritishGas,£1327,99,
2/20/2026,Coca Cola Europacific,672.14,Supplies
19/02/2026,The Local Butcher,652.58,Utilities
23-1-2026,BRAKES UK,£1249.35,Supplies
06/03/2026,bt business,238.46,Soft Drinks
3/4/2026,AMAZON UK,238.58,Alcohol
3-3-2026,Sky Business,747.68,
12/02/2026,Amazon,£1189.37,
2026-04-18,Diageo Ltd,186.33
2026-01-29,Sky,1505,81,Utilities
15/03/2026,BRITISH GAS,398.47,Food
10/03/2026,Bakery Co,1045.48,
27-1-2026,E.ON,473.01,Soft Drinks
1/19/2026,Local Butcher,£590.04,Food
13/03/2026,BRITISH GAS,1463.92,Alcohol
31-3-2026,EON,480.23,
3/22/2026,E.ON,£585.98,Soft Drinks
20-2-2026,Sky Business,887.12,
23/02/2026,AMAZON UK,1190.41,Alcohol
04/03/2026,EON Energy,333.96,Soft Drinks
1/12/2026,EON Energy,£921,17,
28-1-2026,E.ON,78.29,Soft Drinks
09/01/2026,BT Business,433,39,Alcohol
2026-01-11,HEINEKEN,592.86,
15-1-2026,BritishGas,66.42,
20/01/2026,Coca Cola,347.82,
13-2-2026,BT PLC,1466.04,
1/21/2026,Coca Cola,635.51,Food
10-1-2026,Sky Business,999.16,
3/10/2026,Diageo Ltd,1520.63,Soft Drinks
27-3-2026,amazon uk,292.17,Alcohol
2026-01-25,diageo ltd,£1411.65,
4-4-2026,Scottish Water,£474.00,Supplies
2/4/2026,CleanCo,85.89,Food
6-4-2026,COCA-COLA EUROPACIFIC,£1509.64,
2026-02-15,Cleaning Supplies Co,388.81,Food
4/19/2026,BRAKES UK,1515.66,Utilities
2026-03-28,AMAZON UK,£136.61,
2026-02-10,Diageo Ltd,818.14,
2026-03-08,EON,1445.58,Food
28-3-2026,Local Bakery,£715.44,
29/04/2026,DIAGEO LTD,1465.55,Food
2026-04-29,coca-cola europacific,1046.48,Utilities
11/01/2026,Local Bakery,£1389.49,Alcohol
21/04/2026,BT PLC,75.80,Soft Drinks
2026-04-06,Brakes Catering,-1440.78,
14-1-2026,J J Food,£1241.36,Supplies
2026-03-24,BritishGas,668.80,Soft Drinks
1/2/2026,DIAGEO LIMITED,334.32,
21/03/2026,AMAZON BUSINESS,1042.77,
2026-02-16,BritishGas,1048.14,Utilities
22-2-2026,British Gas,1356,35,Food
8-4-2026,Brakes Catering,290.42,Alcohol
2026-01-25,BT Business,470.86,Soft Drinks
2026-03-20,Amazon Business,897.53,Alcohol
2026-02-02,Booker Wholesale,952.55,Alcohol
27/04/2026,Sky,726.44,
20-3-2026,Booker Ltd,949.51,
28/04/2026,JJ FOOD SERVICE,328.65,
2026-03-02,BRAKES UK,£1495.33,
4/26/2026,BT Business,1326.41,
12/04/2026,Brakes,140.85,
2/7/2026,BRAKES UK,934.22,Alcohol
1-4-2026,Sky,1480.16,Food
21/04/2026,Sky Business,823.04,
08/01/2026,The Local Butcher,344,34,
2026-02-15,Cleaning Supplies Co,477.08,
2026-03-25,amazon,1072.30,
2026-02-05,Cleaning Supplies Co,466.48,Soft Drinks
4-4-2026,Scottish Water,815.37
6-1-2026,Sky,£1085.03,Supplies
2026-01-02,british gas,1327.70,Supplies
27-1-2026,Local Bakery,1475.29,
3/14/2026,Coca Cola Europacific,-807.56,
2/2/2026,Local Butcher,106.84,Utilities
13-2-2026,DIAGEO LIMITED,303.37,Food
2026-03-09,E.ON,581,79,
1/4/2026,Booker Wholesale,1520.14,
2026-01-22,Local Butcher,369.13,Supplies
1/18/2026,British Gas,1007.54,Alcohol
2026-04-23,Local Bakery,£1331.68,
1/25/2026,COCA-COLA EUROPACIFIC,1245.16,Soft Drinks
2026-02-17,Amazon,£1492.26,
17-3-2026,Booker Ltd,1269.42,Soft Drinks
15/04/2026,AMAZON UK,305,15,Utilities
23-3-2026,SCOTTISH WATER,1370,02,
1/26/2026,DIAGEO LIMITED,1285.42,Supplies
18-3-2026,Heineken UK Ltd,£963.34,Utilities
21/02/2026,BRAKES UK,807.84,Food
04/01/2026,BritishGas,£100.69,Alcohol
26/01/2026,Bakery Co,534.37,Utilities
3/4/2026,Diageo Ltd,981.69,Supplies
2026-01-10,Sky Business,1144.80,Utilities
16-2-2026,British Gas,1219.64,
2026-02-05,sky business,£1473.58
24-2-2026,BOOKER,1166.75,Utilities
2026-02-03,BRITISH GAS,1322.33,Utilities
3/10/2026,Booker Wholesale,£838.31,Supplies
25-4-2026,EON Energy,998.31,Supplies
16-4-2026,BT PLC,1142.37,
02/02/2026,brakes uk,175.84,Supplies
4/17/2026,HEINEKEN UK,398,84,Food
2026-03-17,BT PLC,514.96,Utilities
28/04/2026,booker,1268.19,Supplies
16/03/2026,HEINEKEN,1171.07,
22/04/2026,BT,633.61,Soft Drinks
2026-04-08,heineken uk ltd,£737.27,Supplies
29-3-2026,BT Business,985.47,Soft Drinks
2026-01-08,AMAZON,1022,49,Alcohol
1/12/2026,Brakes,1342.20,Supplies
30-1-2026,E.ON,£1025.83,Supplies
2026-01-30,BT Business,£1358.56,Soft Drinks
17/02/2026,DIAGEO LIMITED,1314.76,
2026-01-05,E.ON,1326.74,Soft Drinks
3/8/2026,Brakes,733.53
18/01/2026,Diageo Ltd,-1385.28,
30-4-2026,Diageo,£239.45,
11-4-2026,EON,1234,17,
2026-01-09,Heineken UK Ltd,657.39,Food
11/04/2026,AMAZON UK,£937.62,
29/03/2026,Diageo,801,61,Alcohol
2026-02-28,Local Butcher,896.46,Supplies
2026-03-04,Booker Wholesale,843.83,Soft Drinks
01/03/2026,BOOKER,530.10,Alcohol
4/18/2026,BT Business,£1298.75,Supplies
3/4/2026,DIAGEO LIMITED,848.99,
18/03/2026,BT PLC,1405.10,
2/15/2026,JJ FOOD SERVICE,1244.21,Utilities
7-3-2026,heineken uk ltd,1428.66,Supplies
2/5/2026,CLEANING SUPPLIES CO,1114.02,Alcohol
2026-01-04,The Local Butcher,£1407.66,Soft Drinks
1-3-2026,AMAZON BUSINESS,889.80,Alcohol
3/29/2026,jj food service,1491.01,Food
2026-03-29,BRITISH GAS,1117.41,
4/19/2026,Amazon Business,-£219.14,Soft Drinks
15/03/2026,BT PLC,462.75,
15-1-2026,bt,1127.95,Soft Drinks
15-4-2026,J J FOOD,-912.29,Supplies
18/03/2026,Cleaning Supplies Co,960.27
3/12/2026,eon,1117.50,Alcohol
11-2-2026,booker wholesale,1456.57,Food
1/6/2026,BT PLC,-1243.18,
2/16/2026,Cleaning Supplies Co,£854.61,
23/04/2026,JJ FOOD SERVICE,478.96,Supplies
15-2-2026,E.ON,1246,49,Alcohol
2026-01-07,BRITISH GAS,£269.70,
2026-02-20,Scottish Water,663.83,
19-4-2026,heineken,1133,25,Alcohol
2026-03-28,JJ FOOD SERVICE,222.24,
4/10/2026,JJ Food Service,281.91
2/26/2026,bt,101.28,Alcohol
13-1-2026,E.ON,1439.70,Soft Drinks
2026-02-16,DIAGEO LIMITED,781.88,
6-2-2026,JJ FOOD SERVICE,1385.38,Alcohol
1/6/2026,BT Business,326.13,Supplies
1/1/2026,Heineken UK,1390.02,Supplies
14/04/2026,JJ Food Service,£1201.44,Food
23-3-2026,BOOKER WHOLESALE,93.37,
4/27/2026,SKY BUSINESS,£1301.19,Alcohol
11-3-2026,JJ Food Service,144.34,
2026-03-09,brakes catering,£333,60
20-3-2026,BRITISH GAS,1145.04,Alcohol
13-4-2026,Heineken UK,786.94,Supplies
14/04/2026,CleanCo,600.03,Supplies
3/11/2026,Sky,556.65
2-4-2026,Heineken UK,£572.44,Food
2/20/2026,Coca Cola,1195.38,Supplies
8-2-2026,Scottish Water,165.99,Utilities
1/23/2026,AMAZON UK,-1145.39,
2026-03-01,HEINEKEN,336.29,Soft Drinks
22-2-2026,Heineken UK,-974.55,Soft Drinks
25/02/2026,Scottish Water,£54.70,
17/01/2026,Amazon,1022.87,Utilities
8-3-2026,BOOKER,£870.47,Alcohol
2/6/2026,SCOTTISH WATER,-£635.91,
2026-02-22,BT PLC,1373.45,
3/3/2026,brakes catering,589.18,
1/22/2026,JJ FOOD SERVICE,369.49,Utilities
27/01/2026,DIAGEO LIMITED,980.71,Soft Drinks
1-1-2026,amazon business,£1248.96,Utilities
7-4-2026,SCOTTISH WATER,1308.00,Food
18-3-2026,Coca Cola,1003.50,Supplies
27-4-2026,J J Food,£936.76,Utilities
12-1-2026,Coca Cola Europacific,558.52,Alcohol
4/27/2026,Diageo Ltd,1288.50,Soft Drinks
11/03/2026,COCA-COLA EUROPACIFIC,848.36,
3/3/2026,BRITISH GAS,928.56,
30/01/2026,Bakery Co,1242.92,Alcohol
03/04/2026,BT PLC,562.49,Utilities
2026-04-23,BritishGas,933,60,Food
2026-03-13,BT Business,302.51,
1/15/2026,BT PLC,261.76,
1/24/2026,cleaning supplies co,1010.05,
07/04/2026,JJ Food Service,1433.94,Alcohol
3/4/2026,Diageo,786.63,Utilities
28/04/2026,Amazon,£415,15,Alcohol
30-3-2026,BRAKES UK,£306.44,
3/17/2026,Amazon,1348.96,Food
1/25/2026,Brakes Catering,1519.21,Food
5-3-2026,Bakery Co,374.72,
2026-03-01,JJ FOOD SERVICE,958.38,Supplies
4/16/2026,Amazon Business,703.99,Alcohol
13-2-2026,E.ON,653.22,Supplies
24-2-2026,Diageo Ltd,569.44,
4-3-2026,Brakes Catering,1078.49
06/04/2026,BRAKES UK,1068.38,Alcohol
22/03/2026,Booker Wholesale,757.21,Utilities
4/15/2026,BRAKES UK,1190.22,Alcohol
15/01/2026,Cleaning Supplies Co,1245.55,Food
27/02/2026,Amazon Business,£293.55,
10-4-2026,BOOKER WHOLESALE,806.72,Food
2/22/2026,AMAZON UK,215.74,Supplies
3/18/2026,BOOKER LTD,246.54,Soft Drinks
04/03/2026,bt,108.63,Food
02/01/2026,BRITISH GAS,553.26,Soft Drinks
1/22/2026,Diageo Ltd,564.24,Alcohol
19/04/2026,Booker Wholesale,394.59,
08/03/2026,COCA-COLA EUROPACIFIC,1093.25,Utilities
02/03/2026,Bakery Co,239.70,Supplies
4/27/2026,EON Energy,850.74,
5-4-2026,J J Food,£358,92
4/22/2026,BT Business,£799.62,Utilities
25-2-2026,BRAKES UK,1495.15,Alcohol
25-4-2026,COCA COLA,604.52,
18-3-2026,COCA-COLA EUROPACIFIC,507.90,
2026-01-04,Booker Ltd,185.71,Alcohol
2026-03-31,HEINEKEN UK,1514.15,
18-3-2026,Brakes Catering,-£1234.94,Utilities
2026-03-09,LOCAL BUTCHER,1370.44,
10/02/2026,Diageo Ltd,279.20,Supplies
08/02/2026,EON ENERGY,605,16,Utilities
8-1-2026,BRAKES UK,£1136.77,Utilities
3/12/2026,Heineken UK,1215.35,Food
1/14/2026,Heineken UK Ltd,793.29,Alcohol
3/13/2026,Coca Cola Europacific,1416.42,
20-1-2026,Sky Business,-220,86,Alcohol
22/03/2026,Amazon Business,661.56,Alcohol
2026-01-13,BritishGas,239.04,
2026-01-10,local butcher,750.31,Alcohol
01/01/2026,SCOTTISH WATER,431.34,Soft Drinks
22-4-2026,Cleaning Supplies Co,1369.86,Alcohol
2/14/2026,The Local Butcher,724.74,
4/18/2026,Diageo Ltd,1294.54,Alcohol
21/02/2026,DIAGEO LIMITED,£74.09,
09/02/2026,COCA COLA,-£57.99,Soft Drinks
2026-02-27,Coca Cola,£945.66,Utilities
2026-04-21,SCOTTISH WATER,273.18,
5-2-2026,DIAGEO LIMITED,850,86,Food
2026-02-06,BT PLC,1512.26
2/3/2026,JJ FOOD SERVICE,111.17,Food
2026-02-03,EON,1305.85,Supplies
3/15/2026,AMAZON UK,643.05,Alcohol
06/01/2026,Scottish Water,837.09,Food
1/2/2026,britishgas,625.20,
14/03/2026,Amazon,1464,95,Supplies
11-3-2026,Amazon,-1132.48,Soft Drinks
2026-01-30,Local Bakery,£279.84,
2/13/2026,Booker Ltd,-966.42,Utilities
9-3-2026,Sky Business,964.16,Soft Drinks
15-3-2026,Diageo,-273.77,Alcohol
2026-01-10,Heineken UK,£958.70,Food
19-3-2026,SKY BUSINESS,411.57,Alcohol
3/10/2026,BRAKES UK,1405.26,Utilities
30/04/2026,EON Energy,£680.28,Utilities
2026-01-07,E.ON,£346.01,
17/02/2026,coca cola,1202.45,
28-4-2026,BRITISH GAS,£375.84
13-2-2026,Heineken UK,£985.56,Utilities
26/02/2026,Sky,898.80,
2026-03-22,Coca Cola Europacific,£1337.09,Alcohol
2026-03-04,EON,1530.02
20/04/2026,Sky,£636.86,
1/9/2026,SCOTTISH WATER,1391.22
16-2-2026,Scottish Water,362.07,Food
4/10/2026,Coca Cola,£1347.42,
1/25/2026,THE LOCAL BUTCHER,390.57,Food
2026-02-26,BT,£147.27,Utilities
4/7/2026,Local Butcher,1226.55,Supplies
2026-04-20,CleanCo,91.96,
24/03/2026,Diageo Ltd,£901.45,
2026-01-01,BritishGas,154.12,Utilities
9-4-2026,Coca Cola Europacific,1109.53,Soft Drinks
4/21/2026,EON,£1459.41,Supplies
2026-04-18,Sky,1422.66,Supplies
2026-02-12,The Local Butcher,580.05,
2026-03-16,BRAKES UK,949.77,
24-3-2026,JJ Food Service,138.96,Alcohol
03/02/2026,diageo,£1231,32,
4/10/2026,BRITISH GAS,£845.77,Utilities
6-4-2026,Sky Business,£269.93,Supplies
3-4-2026,AMAZON UK,1119.38,Food
28-3-2026,BT Business,1445,95
2026-02-26,Heineken UK Ltd,356.92,Utilities
2026-01-06,brakes,105,99,Food
11/03/2026,brakes,£823.82,Food
5-4-2026,AMAZON UK,-1537.45,
7-1-2026,sky business,207.50,Alcohol
16-3-2026,Coca Cola Europacific,174.15,Food
09/04/2026,Heineken UK,84.72,
28-1-2026,Booker Ltd,643,77,
2/19/2026,COCA COLA EUROPACIFIC,470.47,Soft Drinks
2026-01-20,AMAZON UK,814.50,
3/28/2026,HEINEKEN,876.40,Utilities
2026-04-25,Amazon,£397.95,
15-4-2026,Diageo,281.08,Supplies
03/02/2026,booker,1048.79,Utilities
2026-03-24,BRITISHGAS,1485.11,Food
2026-03-29,EON,927.25,Soft Drinks
2026-01-02,Coca Cola Europacific,363.35,Supplies
23/03/2026,Diageo,£765.30,Utilities
29-4-2026,Local Butcher,479.78,
1/28/2026,Booker Wholesale,786.54,Alcohol
1/9/2026,Booker Wholesale,1219.62,
2026-01-13,BRAKES UK,941.80,Soft Drinks
6-4-2026,EON,-620.45,Food
2026-03-09,Diageo Ltd,1082.03,
15/04/2026,Amazon,960.32,Supplies
3/9/2026,Heineken UK,278.49,Food
15/03/2026,booker wholesale,£484.08,Supplies
3/17/2026,Amazon Business,528.28,Alcohol
17-4-2026,BOOKER,354.77,
2026-01-21,HEINEKEN,72.38,Supplies
4/21/2026,Booker Ltd,980.05,
25-3-2026,Scottish Water,£1332.28,Soft Drinks
4/14/2026,J J Food,£550.46,Soft Drinks
9-1-2026,Amazon,1290.98,
2026-02-20,amazon business,127.46,
2026-03-29,BOOKER,613.83
20/04/2026,The Local Butcher,503.40,Utilities
2026-02-05,scottish water,1072.15,
11-2-2026,Heineken UK Ltd,758.75,Soft Drinks
20/02/2026,Amazon,177.43
23/01/2026,amazon business,£593.08,Supplies
2026-03-05,SCOTTISH WATER,£567.67,Soft Drinks
17-1-2026,Sky Business,-1007.97,
2026-02-03,EON Energy,82.07,
24-1-2026,Brakes Catering,1449.11,Soft Drinks
29/03/2026,DIAGEO LIMITED,-1191.84,Soft Drinks
22-2-2026,BT,1295.81,Utilities
2/6/2026,brakes catering,246.95,Utilities
3-3-2026,Sky Business,798.17,Food
23-3-2026,Brakes Catering,385.02,
21/04/2026,local bakery,1328.67
9-2-2026,Sky Business,£820.88,Alcohol
27-2-2026,EON ENERGY,1142.99,Alcohol
2/23/2026,Coca Cola Europacific,-758,70,
17/01/2026,Heineken UK Ltd,1107,93,Soft Drinks
1/30/2026,Booker Wholesale,£1387.84,Alcohol
01/04/2026,JJ FOOD SERVICE,343.54,Alcohol
1/4/2026,JJ FOOD SERVICE,£1280.05,
08/01/2026,BRAKES CATERING,311.72
22/02/2026,Heineken UK,1375.29,Supplies
2026-04-22,DIAGEO,373.77,Supplies
6-4-2026,cleaning supplies co,1514.78,
2026-01-18,Local Bakery,333.35,
17-2-2026,Amazon Business,195.96,
2026-03-28,AMAZON UK,1238.46,Utilities
2026-03-04,brakes uk,236.81,
11/03/2026,Booker Wholesale,900.57,Soft Drinks
2026-04-26,Amazon,235,71,
2026-02-12,COCA-COLA EUROPACIFIC,622.68,Alcohol
2026-03-09,LOCAL BAKERY,283.46,Food
2/25/2026,BT,1333.88,Soft Drinks
18/04/2026,Local Bakery,1284.36,Supplies
27/01/2026,Bakery Co,£1107,58,Utilities
27-2-2026,local butcher,779.31,
4/21/2026,british gas,1003.17,Supplies
2026-02-26,SCOTTISH WATER,1147.42,Soft Drinks
1-3-2026,BOOKER,448.88,
16-4-2026,BritishGas,1357.96,Food
3/26/2026,CleanCo,310.80,Alcohol
2/9/2026,BRITISH GAS,£685.32,
2026-01-04,Diageo Ltd,68.28,Soft Drinks
2026-01-13,british gas,-338.57
21/03/2026,Diageo,1197.43,Utilities
7-4-2026,Bakery Co,799.49
17/02/2026,BOOKER,687.36,Utilities
2026-02-09,e.on,-1045.60,
3-3-2026,Amazon,1106.73,Supplies
21/01/2026,Brakes Catering,846.46,Soft Drinks
3/13/2026,DIAGEO LIMITED,747.52,Soft Drinks
19-3-2026,Amazon Business,1004.36,Utilities
2026-04-04,Local Butcher,-137,00,Supplies
2026-04-24,Local Bakery,£1142.39,Soft Drinks
2026-04-26,Cleaning Supplies Co,-224.32,Supplies
2026-02-07,JJ FOOD SERVICE,1376.76,Supplies
1/23/2026,JJ FOOD SERVICE,1263.64,Soft Drinks
19/03/2026,Local Bakery,255.59,
22/02/2026,JJ FOOD SERVICE,994.84,Utilities
20-4-2026,JJ FOOD SERVICE,1534.20,Alcohol
11-1-2026,Brakes,£803.25,Food
09/03/2026,EON Energy,1180.65,Soft Drinks
6-1-2026,Brakes,£325.64,Alcohol
2/22/2026,AMAZON UK,257.99,Food
4/4/2026,EON,818.47,Food
22-3-2026,EON ENERGY,453.08,Alcohol
4/30/2026,Heineken UK Ltd,588.31,Supplies
13/03/2026,Local Butcher,77.71,Alcohol
1/8/2026,Sky Business,384.46,
1/23/2026,BOOKER WHOLESALE,£1147.05,
23-1-2026,BRITISH GAS,62.80,Utilities
4/28/2026,Local Bakery,390,88,
2026-03-31,AMAZON UK,£137,08,Food
1/14/2026,AMAZON BUSINESS,813.97,Supplies
4/23/2026,HEINEKEN,£863.93,
09/02/2026,BRAKES UK,554.96,Food
3/8/2026,Bakery Co,1536.58,Alcohol
2026-04-05,Sky,987,63,Supplies
2/1/2026,BritishGas,£1012.39,Food
23-3-2026,Local Bakery,947.02,Soft Drinks
3/4/2026,Heineken UK,£310,48,
18-2-2026,coca cola,914.29,Supplies
2026-02-14,Local Butcher,-£619.23,Alcohol
2026-03-31,HEINEKEN,638,36,Food
02/04/2026,Local Butcher,1033.36,Soft Drinks
3/9/2026,DIAGEO LIMITED,1483.05,Utilities
23-3-2026,Coca Cola,243.53,Soft Drinks
28-2-2026,Local Butcher,752.44,
09/03/2026,BRAKES UK,1377.09,
2026-04-06,HEINEKEN UK,998,18,Soft Drinks
2026-04-25,HEINEKEN UK,89.20,Food
2026-03-05,CleanCo,739.61,
2026-03-27,Coca Cola Europacific,1279.63,Supplies
2026-02-17,BOOKER,250.23,
15/04/2026,HEINEKEN,1487.73,Alcohol
1/21/2026,Brakes Catering,702.24,Soft Drinks
2/5/2026,Amazon,497.19,
2026-04-05,BRITISH GAS,825.81,Food
11/02/2026,BOOKER,£65.30,Soft Drinks
2/5/2026,J J Food,776.85,
05/01/2026,DIAGEO LIMITED,£51.43
2026-03-10,Heineken UK Ltd,1035,09,
2/21/2026,BRAKES UK,87.24,
3/5/2026,BRITISH GAS,1263.63
22/02/2026,JJ Food Service,1074.30,
20-2-2026,J J Food,1296.09,
2026-04-12,coca-cola europacific,821.47,
3/15/2026,Diageo,£723.20,Food
3/2/2026,HEINEKEN,659.45,Alcohol
29/04/2026,Scottish Water,157.32,Alcohol
24-4-2026,Sky Business,-628,32,Utilities
8-1-2026,DIAGEO LIMITED,£1355.60,Alcohol
2026-03-31,BOOKER,812.70,Utilities
2026-01-08,E.ON,534.86,Alcohol
3/20/2026,AMAZON UK,£446.86,
16-4-2026,BT PLC,969.01,
24-1-2026,J J Food,464.05,Soft Drinks
09/02/2026,Sky Business,1114.96,Utilities
2026-04-01,BOOKER,£330.35,Alcohol
4/19/2026,the local butcher,750.44,Food
2/26/2026,The Local Butcher,632.18,Utilities
25-1-2026,BRITISH GAS,1474.20
15-3-2026,Brakes Catering,950.87,Utilities
02/03/2026,Booker Wholesale,214.45,Utilities
3/2/2026,Booker Wholesale,1441.84,Alcohol
2-3-2026,Diageo,-£1059.60,
10-2-2026,AMAZON UK,£187,50,
14-1-2026,HEINEKEN,97.44,
26-1-2026,BRAKES UK,1401.05,Food
2026-01-10,jj food service,£716.12,Food
4/9/2026,SCOTTISH WATER,1038.13,
2026-03-26,Brakes,384.00,Soft Drinks
2026-02-07,Cleaning Supplies Co,1053.11,Food
9-2-2026,Cleaning Supplies Co,269.68,Food
3/2/2026,Sky Business,1079.02,
15/01/2026,EON,828.39,Soft Drinks
3/1/2026,JJ FOOD SERVICE,£569.23,
2/14/2026,BT PLC,289,33,Alcohol
03/03/2026,AMAZON UK,£1260.91
1/13/2026,Amazon Business,1013.32,Alcohol
2026-02-15,Brakes Catering,£294.93,Soft Drinks
11-4-2026,bt plc,664.75,
1/2/2026,Coca Cola Europacific,940.51,
22/02/2026,JJ FOOD SERVICE,1249.15,Utilities
2026-02-08,BRAKES UK,897.55,Utilities
26/01/2026,BT Business,-391,62,
1/11/2026,cleanco,943.28,Supplies
4/9/2026,Diageo Ltd,£784.44,Utilities
4/6/2026,AMAZON UK,1421.79,Soft Drinks
17-3-2026,Booker Wholesale,71.96,
2026-04-25,SCOTTISH WATER,688.98,Alcohol
24/04/2026,Diageo,1232.77,Alcohol
2026-03-29,Amazon,1221.15,Food
2026-02-25,Scottish Water,1541.40,Supplies
2/3/2026,J J FOOD,603,33,Soft Drinks
2/9/2026,Coca Cola Europacific,146.38,Alcohol
4/16/2026,British Gas,1342.40,Soft Drinks
20-1-2026,Brakes,328,79
2026-03-26,Cleaning Supplies Co,1286.29,
