DATE,SUPPLIER,AMOUNT,
1/4/2026,E.ON,69.27,Food
5-3-2026,AMAZON UK,-240.63,
4/5/2026,Booker Wholesale,£1522.53,Soft Drinks
11/04/2026,SCOTTISH WATER,493.04,Alcohol
08/04/2026,COCA-COLA EUROPACIFIC,-1376.27,Alcohol
2026-02-11,BT Business,941.47,Soft Drinks
2-4-2026,DIAGEO LTD,1003.92,Food
15-4-2026,BT BUSINESS,1137.18,
2026-01-21,Diageo,180.50,Soft Drinks
2026-03-12,Local Butcher,£1231.87,Food
1/5/2026,BT PLC,1244.96,Supplies
2026-01-02,BOOKER,1000.25,Supplies
2026-01-15,Amazon Business,1525.74,
25/02/2026,JJ Food Service,126.89,Utilities
12/02/2026,CLEANING SUPPLIES CO,838.38,Alcohol
2026-04-29,Coca Cola Europacific,678.82,
4/6/2026,BritishGas,1414.48,Soft Drinks
29-3-2026,AMAZON UK,£830.26,
11-4-2026,BT Business,117.12,Supplies
2026-04-27,Diageo,606.58,
1/5/2026,scottish water,105.50,Utilities
4/3/2026,BOOKER,535.03,Utilities
21-2-2026,BT,£1480.13,
1/31/2026,bt business,£666.16,Soft Drinks
2026-03-10,JJ Food Service,1012.64,Supplies
7-3-2026,Booker Ltd,1348.33,Alcohol
1-4-2026,Local Bakery,1035.69,Alcohol
2026-03-30,heineken,-213.14,Supplies
16/02/2026,COCA-COLA EUROPACIFIC,£422.69,
3/30/2026,SKY BUSINESS,235.74,
1/30/2026,E.ON,1082.26,
4-3-2026,SCOTTISH WATER,290.45,Alcohol
2026-01-11,Amazon Business,884.42,
2026-04-06,JJ Food Service,£835.76,Food
15/04/2026,BT Business,330,21,
3/23/2026,JJ FOOD SERVICE,1158.31,Food
20/01/2026,Heineken UK,1036,40,Supplies
4/23/2026,Brakes Catering,541.47,Supplies
2026-03-11,BAKERY CO,1231.33,Alcohol
25/01/2026,HEINEKEN UK,223.35,Supplies
15/02/2026,The Local Butcher,445.31,
2026-01-21,bt,54.92,Food
4/9/2026,Scottish Water,463,50,Utilities
2026-04-06,Booker Wholesale,1187.23,Alcohol
23-4-2026,BT PLC,1351.44,
3-2-2026,bt business,580.26,
11-4-2026,BOOKER,£838.66,Food
21/01/2026,Booker Wholesale,£899,71,
19-1-2026,E.ON,£810.93,Utilities
10-1-2026,Bakery Co,1250,34,Alcohol
4/18/2026,coca-cola europacific,762.10,
17/03/2026,Cleaning Supplies Co,454.57,Supplies
2026-04-29,COCA COLA EUROPACIFIC,1313.00,
31/01/2026,COCA-COLA EUROPACIFIC,200.05,
3/27/2026,Local Butcher,1247.36,Soft Drinks
3/30/2026,heineken uk,1073.38,Food
6-4-2026,Bakery Co,£357.82,Food
3/13/2026,Coca Cola Europacific,1000,28,
4/11/2026,Brakes,-420.02,Utilities
19-2-2026,BRITISHGAS,£653.19,Alcohol
1/27/2026,Local Bakery,£691,42,Soft Drinks
1/16/2026,Local Butcher,196,04,Supplies
2026-03-06,eon energy,1147.13,
8-2-2026,JJ FOOD SERVICE,820.92,Alcohol
23-3-2026,Coca Cola,1189.77,Food
2026-03-19,Booker Wholesale,-795.10,
2026-03-29,Diageo Ltd,957.72,Food
08/03/2026,Bakery Co,295.13,Supplies
2/3/2026,COCA-COLA EUROPACIFIC,1423.94,Soft Drinks
5-3-2026,Local Bakery,1390.94,Food
20/01/2026,JJ FOOD SERVICE,105.84,Supplies
10-2-2026,EON Energy,468.69,Soft Drinks
2/25/2026,BRAKES,1139.07,Food
2026-02-19,Brakes,496.02,Food
6-3-2026,EON Energy,1520.42,Utilities
1-2-2026,Sky,£620.60,Soft Drinks
2026-03-03,EON,1064.82,
20-4-2026,J J Food,1540.15,Supplies
12-4-2026,EON,1243.23,Utilities
23-4-2026,BT Business,£975.93,Alcohol
1/23/2026,EON Energy,287.10,
30/04/2026,Bakery Co,699.60,Food
25/03/2026,Sky Business,1420.48,Alcohol
4/13/2026,BRITISH GAS,1122,83,Soft Drinks
03/02/2026,BRAKES UK,1472.61,
2/24/2026,bt business,-242.76,Supplies
24-3-2026,JJ Food Service,1297.61,Soft Drinks
8-3-2026,COCA-COLA EUROPACIFIC,£375.04,Utilities
12/01/2026,Cleaning Supplies Co,£475.61,Supplies
3/5/2026,AMAZON UK,1185.77,
2026-03-21,The Local Butcher,1052.10,
17/03/2026,BT,157.98,Food
14/02/2026,Heineken UK Ltd,1301.15,
3/1/2026,AMAZON UK,855.35,Food
31-1-2026,JJ FOOD SERVICE,1280.55,
3/19/2026,Booker Wholesale,1279.38
15-2-2026,sky,£1137.74,Supplies
5-4-2026,COCA-COLA EUROPACIFIC,£687.59,
26-1-2026,BT Business,141.50,
17-1-2026,HEINEKEN,£625.92,Alcohol
1/23/2026,EON,£796.68,Soft Drinks
4/5/2026,J J Food,1414.61,Supplies
2026-01-16,J J Food,1530.86,Alcohol
1/13/2026,J J Food,£664.11,Soft Drinks
9-2-2026,Coca Cola Europacific,£1212.82,Utilities
2026-04-20,heineken uk,-1018.31
26-1-2026,BT PLC,752.86,Utilities
8-2-2026,Local Butcher,1237.12,Food
2/22/2026,HEINEKEN,577.41,Alcohol
2026-02-18,BRITISH GAS,1312.76,Supplies
2026-04-14,EON,£1011.72,Utilities
4/10/2026,COCA-COLA EUROPACIFIC,901.40,
5-2-2026,The Local Butcher,420.11,
21-1-2026,AMAZON UK,-934.99
2026-04-19,Heineken UK Ltd,£360,60,Utilities
2/19/2026,EON,242.13
2/13/2026,BT Business,564.08,
1/11/2026,BOOKER WHOLESALE,1487.37,Supplies
13/04/2026,BOOKER WHOLESALE,1301.13,Soft Drinks
23/02/2026,Local Bakery,484.19,Utilities
23/03/2026,Brakes Catering,1530.21,Soft Drinks
2026-01-02,Brakes,£799.27,
2026-01-29,COCA-COLA EUROPACIFIC,367,63,Soft Drinks
03/01/2026,SCOTTISH WATER,£959.65,Supplies
2026-04-09,AMAZON UK,1294.03,Alcohol
3-1-2026,Sky,1445.06,
4/21/2026,CleanCo,1372.89,Alcohol
6-4-2026,Booker Ltd,-361.56,Soft Drinks
2026-02-17,HEINEKEN,1167.30,Supplies
4/30/2026,AMAZON UK,£625,05,Utilities
2026-01-13,EON,441.53,Food
22-1-2026,EON Energy,£772.03,
17/04/2026,SCOTTISH WATER,£1506.68,Alcohol
2026-01-12,Booker Ltd,510.20,
6-3-2026,EON ENERGY,624.61,Supplies
4-3-2026,JJ FOOD SERVICE,255.63,Soft Drinks
24/03/2026,Local Bakery,£1184.68,Alcohol
16-1-2026,DIAGEO LIMITED,548.50,Supplies
2026-02-14,Coca Cola Europacific,1289.10,Alcohol
2026-02-09,DIAGEO LTD,-445.80,Alcohol
20/04/2026,Sky,56.77,
4/23/2026,Local Butcher,582.02,Supplies
20-1-2026,DIAGEO LIMITED,976.39,Supplies
1/10/2026,E.ON,1232.34,Supplies
2026-02-28,AMAZON UK,1148.39,
16-4-2026,brakes uk,301,99,
9-3-2026,DIAGEO LTD,£639.99,Alcohol
2026-02-18,JJ Food Service,1148.24,Alcohol
18/03/2026,Cleaning Supplies Co,668,88
2/24/2026,AMAZON UK,120.88,Soft Drinks
23/04/2026,Brakes Catering,£972.31,
4/2/2026,BT Business,606.46,Alcohol
20-4-2026,E.ON,885,06,
2026-02-13,diageo ltd,781.42,Supplies
21/03/2026,Heineken UK Ltd,750,77,Supplies
3/31/2026,BRAKES UK,1396.43,Utilities
2026-01-03,Coca Cola,£1226.39,Supplies
2/21/2026,JJ FOOD SERVICE,£911.93,Food
11/01/2026,sky business,331.32,Soft Drinks
29-3-2026,Brakes,587.13,
27-4-2026,BT PLC,-£543.76,Food
1/29/2026,BRAKES UK,213.31,Supplies
3/10/2026,BOOKER,791.28,Food
2026-04-01,Cleaning Supplies Co,1019.84,Supplies
3-2-2026,Heineken UK,£80.06,
18/01/2026,BRAKES UK,1522.08,Soft Drinks
22-4-2026,sky business,494.13,Utilities
6-3-2026,BRAKES UK,1376.86,Alcohol
17-4-2026,COCA-COLA EUROPACIFIC,391.09,
5-3-2026,DIAGEO LIMITED,328.65
2026-04-29,SCOTTISH WATER,564.06,Utilities
2026-03-22,Amazon Business,66.76,Alcohol
3/18/2026,Heineken UK,1147.44,Soft Drinks
2026-01-22,Amazon,806.73,Soft Drinks
12/02/2026,EON,91.19,
2026-03-17,Local Bakery,348.83,Alcohol
08/04/2026,COCA-COLA EUROPACIFIC,491.20,Food
29/04/2026,jj food service,511.81,Soft Drinks
20-3-2026,COCA-COLA EUROPACIFIC,706.65,Soft Drinks
2026-03-17,Amazon Business,389.28,Utilities
2026-01-11,JJ Food Service,1278.47,Utilities
2026-04-08,E.ON,959.18,
1/2/2026,BRAKES UK,-342.45,Food
2026-03-12,JJ Food Service,963,12,Alcohol
29/01/2026,BRAKES UK,1523.94,Utilities
3/10/2026,Local Bakery,686.70,
2026-03-07,heineken,£1534.64,
24/01/2026,Coca Cola Europacific,1317.04,Supplies
2026-03-04,BritishGas,361.80,
30-1-2026,Sky,549.93,Utilities
4/13/2026,Coca Cola,1511,59,
17-3-2026,eon,323.97,
2026-01-13,Booker Wholesale,859.94,Supplies
2/27/2026,coca-cola europacific,1194.20,Soft Drinks
2-2-2026,JJ FOOD SERVICE,498.60,
15/03/2026,BritishGas,467.44,Supplies
2026-03-09,CleanCo,317.28,Supplies
2026-03-09,Diageo Ltd,£788.95,Supplies
2026-02-03,Local Butcher,1471.75,
3/2/2026,Booker Wholesale,£713.51,Alcohol
1/10/2026,coca-cola europacific,£679.65,
15-2-2026,CleanCo,816.69,Food
04/02/2026,Brakes Catering,787.37,Alcohol
2026-01-20,BritishGas,897.27,
2026-01-29,Amazon Business,73.48,
13/02/2026,Coca Cola,635.20,Alcohol
2026-01-24,Coca Cola Europacific,£631.43,Supplies
2-3-2026,BRITISH GAS,1233,67,
26/01/2026,BT Business,£301.60,
3/15/2026,Sky,245.88,
06/03/2026,the local butcher,175.29,
2026-02-13,Sky,995.86
12-3-2026,Diageo Ltd,1142.67,Food
21/03/2026,BRITISH GAS,176.73,
2026-02-15,JJ FOOD SERVICE,328.21,Soft Drinks
4-3-2026,Booker Wholesale,-673.05,Soft Drinks
23-2-2026,JJ Food Service,£1469.01,Food
2/7/2026,jj food service,784.38,Soft Drinks
4-3-2026,JJ FOOD SERVICE,813.50,
20/04/2026,The Local Butcher,£690.34,
15/02/2026,Brakes Catering,345.65,
3-4-2026,Brakes,173.57
4/6/2026,Booker Ltd,964.55,
24/04/2026,JJ FOOD SERVICE,228.24,Supplies
2026-01-17,Local Bakery,1121.01,
3/26/2026,EON,543.13,
15/02/2026,AMAZON UK,1464.89,Supplies
2026-03-15,British Gas,366.99,Utilities
13-1-2026,EON ENERGY,1524.41,Supplies
22-4-2026,sky,£411.28,Supplies
2026-04-02,British Gas,1029.43
2026-02-03,BRAKES UK,£1523.44,Soft Drinks
3/6/2026,Booker Ltd,915.91,Food
06/01/2026,Amazon,679.82,Food
1/14/2026,Sky,£1142.67,Supplies
2026-02-13,Local Bakery,376.78,Soft Drinks
1/8/2026,brakes,409.34,Utilities
15-1-2026,DIAGEO LIMITED,£914.16,
29/01/2026,JJ Food Service,£566.97,Alcohol
2026-01-27,BRITISH GAS,1500.05,
18-3-2026,British Gas,414.98,
1/1/2026,AMAZON UK,417.98,Food
2026-04-02,J J Food,916.26,
2/12/2026,Local Bakery,296.60,Soft Drinks
2026-04-20,Bakery Co,193.77,Food
2026-03-24,BOOKER,462,63,Alcohol
2026-03-23,BT,1145.98,Alcohol
1/8/2026,JJ Food Service,1169.80,Supplies
30/03/2026,Amazon Business,£701.74,Soft Drinks
29/01/2026,Heineken UK,1426.80,Food
11-4-2026,local bakery,266,50
4/28/2026,AMAZON UK,315.33,Soft Drinks
29/04/2026,Local Bakery,£1477.23,
14-3-2026,Amazon,-623.07,
8-2-2026,Local Butcher,£1176.59,
27-2-2026,BT,957,48,
22-1-2026,BritishGas,68.38,Food
4-3-2026,EON,564.98,
2026-04-01,BOOKER,150.66,Supplies
4-1-2026,sky business,1432.10
16/02/2026,JJ FOOD SERVICE,848.50,Soft Drinks
2/8/2026,Local Butcher,£318.10,Alcohol
6-1-2026,AMAZON UK,1547.07,Soft Drinks
2026-03-09,Amazon Business,641.31,Utilities
3/2/2026,Cleaning Supplies Co,1153.98,
30/01/2026,British Gas,516.85,
02/03/2026,Diageo Ltd,368.64,Supplies
02/04/2026,scottish water,833.14,
2026-03-10,AMAZON UK,-733.08,
22-1-2026,BritishGas,929.66,Alcohol
28-3-2026,EON,£258.81,Soft Drinks
3/8/2026,Coca Cola,933.60,
4/14/2026,BRITISH GAS,167.80,
09/02/2026,bt plc,951.71,Alcohol
11-1-2026,Local Butcher,1434.71,Utilities
11/02/2026,J J Food,530.32,Alcohol
17/02/2026,Bakery Co,1497.52,
2026-02-04,Heineken UK,1137.87,
17-2-2026,SCOTTISH WATER,402.78,Supplies
1/30/2026,Diageo,£1415,61,
3/7/2026,BOOKER LTD,£1371.59,Supplies
21/01/2026,COCA COLA,568.92,
3/6/2026,Diageo Ltd,66.41,Soft Drinks
27/03/2026,EON,873.23,
4/24/2026,Brakes Catering,1536,76,
3/22/2026,SCOTTISH WATER,1064.14,Utilities
2/27/2026,Booker Wholesale,235.41,
4/4/2026,Local Bakery,£889.51,Utilities
25/03/2026,BT Business,1503.85,Alcohol
2026-04-29,local bakery,598.64,
9-3-2026,J J Food,1494.05,Supplies
1/12/2026,COCA-COLA EUROPACIFIC,671.55,
12/03/2026,CleanCo,776.70,
4-4-2026,Diageo,871.43,Food
6-2-2026,Brakes,426.92,Utilities
02/03/2026,EON Energy,111.71,
15-2-2026,DIAGEO LIMITED,1131.74,Soft Drinks
24-3-2026,Diageo,856.63,Utilities
2026-01-26,BRAKES UK,687.97,Soft Drinks
2026-03-14,eon,435.06,Alcohol
25/03/2026,Sky Business,1327.09,Utilities
4/14/2026,JJ Food Service,735.57,Utilities
2/13/2026,BT PLC,807.31,Alcohol
15-2-2026,Local Butcher,1186.87,Soft Drinks
15-3-2026,BT PLC,610.69,Utilities
2026-01-10,BT,-1110,65,Supplies
26-3-2026,diageo,1319.05,Supplies
14/03/2026,BT PLC,880.51,
11/01/2026,COCA-COLA EUROPACIFIC,672.99,Utilities
2026-03-20,Scottish Water,841.02,Utilities
1/2/2026,Bakery Co,1087.27,Alcohol
2026-02-13,AMAZON UK,96.43,Supplies
28-1-2026,COCA-COLA EUROPACIFIC,638.39,Alcohol
26-3-2026,Booker Wholesale,530.72,Soft Drinks
16-2-2026,Local Bakery,476.97,
27/04/2026,brakes uk,1540.47,
2026-01-03,Booker Wholesale,454.40,
2026-01-15,EON,1042.75,
4/3/2026,amazon,173.55,
4/2/2026,BOOKER,313.73,Alcohol
26-3-2026,AMAZON UK,1184.31,
2026-04-08,Booker Wholesale,1442.10,Utilities
15-4-2026,The Local Butcher,788.49,
03/04/2026,Booker Ltd,1085.65,
2026-02-26,EON Energy,979.54,
17-1-2026,The Local Butcher,242.58
5-2-2026,AMAZON UK,-1497.53,Food
2026-02-22,CLEANCO,£85.35,Alcohol
10/03/2026,SCOTTISH WATER,79.17,Supplies
13-3-2026,Amazon,£766.22,Alcohol
28-4-2026,AMAZON UK,775.51,Supplies
1-3-2026,E.ON,294.76,Food
4-2-2026,Scottish Water,1475.18,
22-1-2026,Sky Business,£851.06,Alcohol
3/10/2026,BRITISH GAS,247.01,Utilities
4/16/2026,DIAGEO LTD,846.26,
17/04/2026,CleanCo,773.82
25-4-2026,Coca Cola Europacific,690.63,Food
4/5/2026,Brakes,926.10,Soft Drinks
12/04/2026,Diageo Ltd,1048.08,
10-4-2026,Sky Business,688.47,
19-3-2026,Diageo Ltd,339.75,
29-4-2026,EON Energy,£726.77,Alcohol
29-4-2026,Local Butcher,110.42,Soft Drinks
2026-01-12,BRITISH GAS,1171,29,
2/6/2026,Sky,£925.34,Utilities
2026-04-12,AMAZON BUSINESS,739.07,
3/8/2026,Booker Wholesale,1249.40,Utilities
2026-01-14,brakes catering,1003.50,Alcohol
2026-04-25,BRAKES UK,1310.67,Alcohol
2026-04-16,Coca Cola,-416.92,
03/03/2026,Sky,1067.23,Supplies
20-4-2026,Local Butcher,£1437.76,
2026-04-25,Cleaning Supplies Co,265.46,
12/02/2026,EON,1548.69,Alcohol
2026-02-06,bt plc,£692.56,Utilities
2/19/2026,sky business,631.74,
3/21/2026,british gas,1200.91,
7-4-2026,SCOTTISH WATER,-81.04,Supplies
2/13/2026,E.ON,910.18
2/12/2026,BRITISH GAS,£276.43,
2026-03-07,Heineken UK,1034.16,
2026-04-08,BRITISH GAS,903.27,Soft Drinks
7-2-2026,J J Food,755.01,Soft Drinks
15/03/2026,sky business,383.15,Food
7-4-2026,J J Food,259,97,Utilities
2026-01-26,BRITISH GAS,336,52,Food
16-3-2026,J J Food,1100,11,Utilities
21-1-2026,Cleaning Supplies Co,468.30,Alcohol
01/03/2026,Coca Cola Europacific,128.49,Alcohol
5-2-2026,Local Bakery,£1474.25,Alcohol
5-1-2026,Sky,1518.95
2/20/2026,CleanCo,567.26,Utilities
24-4-2026,AMAZON UK,1529.39,
07/02/2026,EON,1191.47,
28-3-2026,Local Bakery,-830.96,Alcohol
2026-03-25,Booker Wholesale,71.57,Soft Drinks
2026-04-23,Sky,£787,64,Utilities
16-4-2026,JJ FOOD SERVICE,519.14,Soft Drinks
2026-04-18,DIAGEO LIMITED,-257.65,
23/02/2026,Amazon,221.97,Food
2026-01-21,BRAKES CATERING,1531.87,Supplies
3/21/2026,SCOTTISH WATER,718.78
1/10/2026,LOCAL BAKERY,1320,65,Supplies
2026-03-13,The Local Butcher,644.12,Supplies
29/01/2026,SCOTTISH WATER,1170.06,
7-4-2026,Booker Wholesale,204.98,
18/02/2026,Diageo,548.92,
26/04/2026,Sky Business,163.65,Utilities
4/22/2026,JJ FOOD SERVICE,1084.61,
6-1-2026,The Local Butcher,£1122.22,
12-3-2026,scottish water,569.96,Alcohol
11/02/2026,BRAKES UK,675.03,
2026-01-20,JJ FOOD SERVICE,168.00,Supplies
2026-02-18,Cleaning Supplies Co,1497.29,
18-4-2026,CleanCo,1067.01,Soft Drinks
2026-04-29,E.ON,1382.12,
3/23/2026,bt plc,333.63,Alcohol
1/11/2026,Bakery Co,570.13,Utilities
14/01/2026,E.ON,72.69,Supplies
2026-03-18,bt,-514.62,Alcohol
03/01/2026,BritishGas,1223.46,
12-1-2026,BOOKER,1524.51,Utilities
29/01/2026,EON Energy,292.33,Soft Drinks
23/01/2026,SKY BUSINESS,1044.61,Soft Drinks
21-1-2026,Brakes,493.20,Alcohol
17-1-2026,BRITISH GAS,1356.43,
02/03/2026,EON,1104.22,Soft Drinks
2026-03-02,BT PLC,651.31,Soft Drinks
3/28/2026,Booker Ltd,699.21,Supplies
3/8/2026,CleanCo,255,40
20-3-2026,HEINEKEN,726.64,Soft Drinks
2/13/2026,J J Food,930.65,
31-3-2026,Coca Cola Europacific,262.25,Alcohol
2026-02-02,AMAZON BUSINESS,251.50,
4/21/2026,E.ON,1286.23,Utilities
4-2-2026,BT,494.49,Supplies
27/03/2026,Scottish Water,-1347.34,Soft Drinks
9-3-2026,Diageo,-878.87,
4/21/2026,Booker Wholesale,£833,23,Utilities
04/02/2026,British Gas,1049.47,
22-4-2026,EON Energy,944.39,Soft Drinks
28-3-2026,DIAGEO LIMITED,622,11,Supplies
20/01/2026,BT Business,589,96,
08/04/2026,Scottish Water,1083.81,Alcohol
2026-02-03,coca cola,234.92,Utilities
4/27/2026,SCOTTISH WATER,462,21,Utilities
19/03/2026,EON,£722.91,Alcohol
27-2-2026,EON Energy,939.98,Soft Drinks
2026-01-11,Coca Cola Europacific,973.68,Utilities
23/02/2026,Diageo,1133.97,Soft Drinks
4/20/2026,Heineken UK,1354.69,
3/10/2026,diageo ltd,166.12,Utilities
3/17/2026,Brakes Catering,£1001.63,Supplies
13/02/2026,bt plc,1508,46,
13/03/2026,HEINEKEN,80.52,Food
2/19/2026,Coca Cola,621.80,
12/04/2026,BAKERY CO,1163.04,
11-2-2026,Local Bakery,1474.00,Utilities
2026-03-12,Sky Business,1149.40,Food
2/12/2026,brakes catering,108.92,Supplies
8-4-2026,AMAZON,895.39,Alcohol
18-3-2026,BT PLC,1537.01,Soft Drinks
2/10/2026,Cleaning Supplies Co,£110.28,Utilities
4/7/2026,bakery co,183.20,Utilities
4/24/2026,COCA-COLA EUROPACIFIC,867.24,
2026-03-02,EON,911.25,
2/22/2026,Bakery Co,1448.24,Alcohol
10/01/2026,HEINEKEN,337.16,Utilities
2026-04-15,EON,£902.18,Alcohol
8-3-2026,HEINEKEN,121.06,Food
28/02/2026,Amazon,128.96,
28/03/2026,Scottish Water,70.52,Food
30-1-2026,EON,534.76,Utilities
09/01/2026,Amazon,1224.90,Supplies
2026-01-05,coca cola,£692.22,Soft Drinks
3/26/2026,Sky Business,1309.37,
3-4-2026,BRAKES UK,732.24,
3/19/2026,Diageo Ltd,570,40,Food
19-2-2026,diageo limited,£1042.85,Supplies
2026-04-27,JJ FOOD SERVICE,1466,59,Supplies
2026-02-21,JJ FOOD SERVICE,291.65,Food
2026-01-16,BT,1092.75,Supplies
2/21/2026,BRAKES UK,£1463.42,Supplies
2026-04-08,JJ FOOD SERVICE,892.85,Utilities
3/24/2026,Local Bakery,603.83,Food
30-3-2026,Local Bakery,82.93,Supplies
3/29/2026,brakes uk,1065.38,Utilities
1/2/2026,Heineken UK,696.29,Supplies
28-3-2026,Heineken UK Ltd,84.45,
3/16/2026,DIAGEO LIMITED,£554,12,
2/16/2026,JJ FOOD SERVICE,£892.66,
4/28/2026,JJ FOOD SERVICE,1365.46,Soft Drinks
2026-04-05,EON,884.68,Supplies
1/5/2026,BT PLC,£1302.58,Soft Drinks
2026-02-27,Brakes Catering,421.58,
29-4-2026,COCA COLA EUROPACIFIC,400.56,Food
15/03/2026,Bakery Co,£172.48,Food
3/16/2026,EON,641.07,Soft Drinks
10/02/2026,BT,1073.94,
2026-03-13,J J Food,218.22,Alcohol
29/01/2026,COCA COLA EUROPACIFIC,910.39,Utilities
2026-03-30,Cleaning Supplies Co,934.80,
2026-02-16,BRITISH GAS,1211.25,Soft Drinks
1/1/2026,e.on,£1546.39,Supplies
4/6/2026,coca-cola europacific,1403.48,Alcohol
16/02/2026,Booker Wholesale,800.47,Food
1/28/2026,Local Butcher,774.37,Alcohol
4-2-2026,BT Business,622.28,Supplies
4/16/2026,BT PLC,918.31,
9-3-2026,Booker Wholesale,945.68,Soft Drinks
30/03/2026,BRAKES UK,247.97,Alcohol
17/02/2026,Local Bakery,924.28,Utilities
14/04/2026,DIAGEO LIMITED,1547.75,Soft Drinks
2-3-2026,Booker Ltd,844.75,
27/04/2026,EON Energy,£694.62,Soft Drinks
2026-03-05,COCA-COLA EUROPACIFIC,798.93,
2026-03-29,DIAGEO LIMITED,746.18,Alcohol
2026-04-10,Bakery Co,740.69,
05/01/2026,DIAGEO LIMITED,£1250.24,
1/20/2026,BT,465.34,
31/03/2026,BT,£333.24,
28-1-2026,BRITISH GAS,£1411.60,Food
28/02/2026,diageo limited,-1252.12,
22-1-2026,COCA-COLA EUROPACIFIC,£1037.79,Supplies
2026-01-14,British Gas,935.05,
2026-03-23,Bakery Co,1197.18,Soft Drinks
17-4-2026,COCA-COLA EUROPACIFIC,1491.99,
06/03/2026,CleanCo,232.05,
2026-02-27,Diageo Ltd,979,08,
2026-02-21,AMAZON UK,776.48,
05/03/2026,SCOTTISH WATER,298,82,
30-4-2026,Brakes Catering,1152.18,
20-4-2026,Sky,-914.14,
2/24/2026,E.ON,1422.18,Alcohol
3/1/2026,HEINEKEN,1505.76,Supplies
2026-01-16,JJ FOOD SERVICE,£868.60
05/03/2026,BT,1156.27,Soft Drinks
3/13/2026,Scottish Water,1517.93,Supplies
2026-03-22,diageo,733.40,Alcohol
2026-02-25,BT PLC,1152.41,
16-3-2026,BT,1115.85,Alcohol
21-1-2026,BT PLC,£1527.43,
4/24/2026,BT BUSINESS,977.12,
7-4-2026,Scottish Water,315.73,Soft Drinks
2026-04-02,JJ FOOD SERVICE,1274.93,Supplies
2026-03-29,The Local Butcher,1193,73,Food
13/01/2026,Sky,668.71,
4/4/2026,BRITISH GAS,£1169.15,Alcohol
4-4-2026,Local Bakery,£251,78,Alcohol
1/7/2026,Diageo,135.02,Food
3/31/2026,Brakes,-589.45,Soft Drinks
2026-02-19,jj food service,615.65,Utilities
4/25/2026,EON Energy,1501.82,Food
29/03/2026,JJ FOOD SERVICE,£1115.32,Supplies
3/6/2026,Coca Cola Europacific,£515.53,
15-1-2026,Diageo,791.19,
2026-03-30,Sky Business,97.54,Utilities
28-4-2026,LOCAL BUTCHER,202.10,Soft Drinks
06/03/2026,coca cola europacific,£1181.08,
2026-01-21,BT PLC,1120.91,Food
2026-03-28,Booker Ltd,987.19,
21-1-2026,Scottish Water,£557.75,
2026-04-27,Brakes Catering,608.13,Supplies
2026-03-12,Booker Wholesale,£503.03,Food
1/7/2026,Diageo Ltd,883.56,Utilities
11/02/2026,Local Bakery,856.45,
4/14/2026,BOOKER LTD,£1082.56,Food
11/01/2026,EON Energy,563.31
10-1-2026,bakery co,898.32,
3/17/2026,diageo ltd,1208.14,
2026-03-11,Booker Ltd,1067.97,Food
26-3-2026,Booker Wholesale,633.38,Alcohol
2026-03-11,JJ Food Service,£890,14,Supplies
11/04/2026,heineken,809.67,Alcohol
4/21/2026,AMAZON UK,1044.96,Soft Drinks
4/19/2026,Sky,1183.67,Food
31/01/2026,amazon,£901.51,Utilities
2026-04-10,CleanCo,-653.35,Supplies
02/02/2026,BOOKER,415.72,
2026-01-17,booker wholesale,£906.69,Supplies
28-3-2026,BOOKER,1314.41,Alcohol
4/30/2026,british gas,£742.14
1/27/2026,DIAGEO LIMITED,397.45,Food
20-3-2026,E.ON,418.17,Soft Drinks
01/01/2026,CleanCo,463.81,Alcohol
2026-03-24,JJ FOOD SERVICE,1529,84,Utilities
25/01/2026,Scottish Water,1306,89,Food
25/01/2026,Diageo Ltd,592.59,
4/25/2026,BOOKER,678.58,
17-1-2026,BT PLC,106.32,
08/02/2026,Brakes,359.86
06/01/2026,Sky,605.88,Alcohol
8-4-2026,booker wholesale,569.21,Food
29/04/2026,DIAGEO LIMITED,1480.85,
16-1-2026,Booker Ltd,64.55,Soft Drinks
4/6/2026,bt,352.44,
1/19/2026,E.ON,1094.23,Alcohol
2026-02-04,booker wholesale,1369.03,Food
01/02/2026,Brakes,85.22,Utilities
29/01/2026,BT,864.77
2026-04-16,Heineken UK,1498.53,Utilities
30/04/2026,BRAKES UK,736,35,
17/03/2026,Amazon Business,£521,52,Supplies
2026-03-29,EON Energy,95.80,Utilities
4/25/2026,LOCAL BUTCHER,567,85,
2026-04-22,Brakes,1187.88,
15-1-2026,BRITISH GAS,1101.68,Utilities
21/02/2026,Brakes,1023.76,Utilities
15-2-2026,Bakery Co,£1025.20,
20-2-2026,CLEANCO,760.78,Supplies
3/21/2026,BRITISH GAS,1158.75,Soft Drinks
1/31/2026,Sky Business,796.37,
2026-04-18,The Local Butcher,607.45
21-4-2026,DIAGEO LIMITED,885.13,Soft Drinks
08/04/2026,J J Food,146.48,Food
4/26/2026,BT,1491.14,Alcohol
2/27/2026,Amazon,131.85,Utilities
2026-01-27,Heineken UK,1477.90,Supplies
26-2-2026,BRAKES UK,£1257.59,Food
07/02/2026,JJ Food Service,£1225.40,Alcohol
13-3-2026,Local Bakery,£407.87,Alcohol
2026-03-29,Coca Cola Europacific,1213,52,
15/01/2026,Local Butcher,724.84,
24-4-2026,Cleaning Supplies Co,932.53,Soft Drinks
2026-04-29,HEINEKEN UK LTD,706.43,
2026-04-11,AMAZON UK,£575.39,
09/04/2026,HEINEKEN UK,750.39,
